Total_Stops,Price,Dept_time_hrs,Dept_time_mins,Journey_Day,Journey_month,Journey_year,Arrival_time_hrs,Arrival_time_mins,duration_hours,duration_minutes,Arrival_Date_day,Arrival_Date_month,Arrival_Date_year,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
0,3597,14,45,15,5,2019,17,5,2,20,15,5,2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,10031,21,10,24,3,2019,16,20,19,10,25,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,14687,9,25,9,5,2019,5,25,20,0,10,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,19,50,6,6,2019,22,50,3,0,6,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10188,14,25,9,5,2019,19,35,5,10,9,5,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7398,7,0,9,3,2019,9,40,2,40,9,3,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,16704,13,25,18,5,2019,19,0,5,35,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8153,16,55,1,3,2019,21,50,4,55,1,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,7229,7,10,9,4,2019,10,10,3,0,9,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6943,13,0,27,5,2019,1,30,12,30,28,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8937,6,40,1,6,2019,19,15,12,35,1,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,9400,7,5,3,3,2019,9,25,2,20,3,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13152,7,10,24,3,2019,20,25,13,15,24,3,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,3419,22,10,1,6,2019,1,0,2,50,2,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7927,20,20,12,6,2019,9,5,12,45,13,6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,9796,5,50,15,3,2019,22,10,16,20,15,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,8028,11,30,3,3,2019,14,10,2,40,3,3,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,10759,13,5,6,3,2019,21,20,8,15,6,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10197,7,0,21,5,2019,19,0,12,0,21,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5228,21,5,1,6,2019,23,55,2,50,1,6,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,9275,10,0,18,5,2019,21,0,11,0,18,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5277,22,5,3,3,2019,0,25,2,20,4,3,2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,13848,14,35,18,5,2019,4,25,13,50,19,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6412,14,20,15,5,2019,22,30,8,10,15,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13941,16,30,18,5,2019,4,40,12,10,19,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4668,7,0,6,5,2019,9,40,2,40,6,5,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3419,1,30,18,6,2019,4,15,2,45,18,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3943,22,10,6,4,2019,1,0,2,50,7,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6528,14,35,24,5,2019,14,35,0,0,24,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,17,45,21,5,2019,20,45,3,0,21,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13542,13,0,21,3,2019,1,35,12,35,22,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8529,18,55,12,6,2019,20,45,1,50,12,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,8016,15,15,21,6,2019,18,10,2,55,21,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,13029,19,30,9,5,2019,12,35,17,5,10,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,15129,23,5,9,5,2019,4,25,5,20,10,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10368,19,30,9,6,2019,4,25,8,55,10,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,8666,18,5,3,3,2019,21,10,3,5,3,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15554,10,0,18,5,2019,19,0,9,0,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13067,17,0,21,5,2019,9,45,16,45,22,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4544,6,0,1,4,2019,8,45,2,45,1,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,8452,20,20,21,5,2019,22,40,2,20,21,5,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,7268,6,0,27,6,2019,19,15,13,15,27,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9627,8,30,9,5,2019,19,0,10,30,9,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9103,11,25,9,5,2019,19,0,7,35,9,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11142,8,0,9,4,2019,19,0,11,0,9,4,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4148,5,30,9,3,2019,8,20,2,50,9,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10844,16,30,18,5,2019,18,15,1,45,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9646,9,45,6,6,2019,16,10,6,25,6,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,12475,12,0,1,3,2019,13,25,1,25,1,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,15554,22,50,18,5,2019,19,0,20,10,19,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,7,5,27,6,2019,19,0,11,55,27,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,6961,13,20,12,6,2019,16,10,2,50,12,6,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10262,14,0,15,6,2019,19,0,5,0,15,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,16,0,27,6,2019,19,0,3,0,27,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,23,30,9,5,2019,2,20,2,50,10,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3625,19,30,24,5,2019,20,45,1,15,24,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,13378,9,0,21,3,2019,19,15,10,15,21,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13882,11,45,15,6,2019,12,35,0,50,15,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,5,30,18,6,2019,8,20,2,50,18,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,14687,9,25,15,5,2019,5,25,20,0,16,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6451,7,55,27,5,2019,13,25,5,30,27,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4878,19,30,9,6,2019,22,15,2,45,9,6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,8542,18,35,9,5,2019,1,30,6,55,10,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4804,9,35,24,5,2019,12,20,2,45,24,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6711,21,0,6,6,2019,2,15,5,15,7,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16108,13,0,15,6,2019,19,15,6,15,15,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,0,25,6,6,2019,3,15,2,50,6,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,15422,10,0,24,5,2019,5,25,19,25,25,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5694,21,20,24,3,2019,0,15,2,55,25,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12681,8,25,1,4,2019,19,50,11,25,1,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8586,20,0,1,5,2019,10,5,14,5,2,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6144,0,40,3,3,2019,3,25,2,45,3,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,6015,5,35,27,4,2019,8,50,3,15,27,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7155,4,55,27,6,2019,19,15,14,20,27,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12692,9,35,12,6,2019,22,5,12,30,12,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8277,17,40,18,5,2019,23,0,5,20,18,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,9347,7,5,9,5,2019,9,25,2,20,9,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4939,18,5,15,3,2019,21,10,3,5,15,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5678,19,40,12,3,2019,21,10,1,30,12,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,10844,16,30,6,6,2019,23,35,7,5,6,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7280,9,45,21,3,2019,15,55,6,10,21,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7618,13,0,21,3,2019,21,0,8,0,21,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15147,8,55,6,3,2019,21,0,12,5,6,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13941,21,10,18,5,2019,10,5,12,55,19,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11467,9,35,1,4,2019,19,10,9,35,1,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6270,10,20,27,6,2019,1,30,15,10,28,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,17057,13,55,3,3,2019,1,35,11,40,4,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,8016,15,15,3,6,2019,18,10,2,55,3,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4760,8,45,27,6,2019,13,15,4,30,27,6,2019,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,3815,6,55,21,3,2019,9,35,2,40,21,3,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,4174,17,10,1,5,2019,19,40,2,30,1,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,12692,9,35,6,6,2019,9,45,0,10,6,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,15532,9,25,15,5,2019,13,45,4,20,15,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4995,7,5,6,6,2019,8,30,1,25,6,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,12898,18,15,27,5,2019,4,25,10,10,28,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9794,7,30,9,5,2019,19,0,11,30,9,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5228,13,20,15,5,2019,16,10,2,50,15,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,10262,22,50,27,6,2019,12,35,13,45,28,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9646,9,45,24,6,2019,16,10,6,25,24,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,15149,21,10,15,5,2019,10,5,12,55,16,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4205,19,20,9,6,2019,23,45,4,25,9,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,15147,7,30,6,3,2019,21,0,13,30,6,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13712,8,55,6,3,2019,9,0,0,5,6,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12415,17,20,9,3,2019,9,25,16,5,10,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,5192,15,10,15,5,2019,23,30,8,20,15,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5162,6,50,15,5,2019,10,30,3,40,15,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9027,6,40,3,3,2019,16,10,9,30,3,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11134,13,55,24,3,2019,18,10,4,15,24,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10844,20,0,24,5,2019,9,20,13,20,25,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12890,17,0,24,3,2019,10,50,17,50,25,3,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,14571,20,0,9,6,2019,16,20,20,20,10,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12121,17,0,12,5,2019,21,5,4,5,12,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12373,13,0,9,5,2019,4,25,15,25,10,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10972,11,50,9,3,2019,23,55,12,5,9,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10262,2,15,1,6,2019,12,35,10,20,1,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12898,16,0,27,5,2019,4,25,12,25,28,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6442,8,35,18,5,2019,16,10,7,35,18,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5403,9,45,3,4,2019,12,35,2,50,3,4,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,5703,7,35,21,4,2019,12,10,4,35,21,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9871,8,0,9,5,2019,19,15,11,15,9,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4174,15,30,15,4,2019,18,5,2,35,15,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,11972,17,15,21,5,2019,19,15,2,0,21,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4174,9,0,18,4,2019,11,25,2,25,18,4,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,4804,17,15,21,5,2019,19,50,2,35,21,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12681,6,30,1,4,2019,20,45,14,15,1,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4508,10,20,6,6,2019,12,55,2,35,6,6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10262,20,55,3,6,2019,19,0,22,5,4,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,16775,19,0,3,3,2019,1,35,6,35,4,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7198,17,0,12,6,2019,1,30,8,30,13,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13014,9,40,15,6,2019,4,25,18,45,16,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,10991,12,0,12,5,2019,23,15,11,15,12,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3687,7,5,21,6,2019,9,20,2,15,21,6,2019,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,5530,19,55,12,5,2019,22,25,2,30,12,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3815,22,20,27,3,2019,0,40,2,20,28,3,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,6535,14,15,1,3,2019,16,45,2,30,1,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,17234,20,50,3,3,2019,4,25,7,35,4,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,19907,16,50,6,3,2019,4,25,11,35,7,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5022,20,30,27,3,2019,23,0,2,30,27,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6305,4,0,27,3,2019,15,30,11,30,27,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,8728,16,10,21,3,2019,18,50,2,40,21,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,21,15,1,6,2019,0,15,3,0,2,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3175,16,55,18,3,2019,18,25,1,30,18,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,7229,11,10,24,3,2019,14,5,2,55,24,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,8620,7,5,9,3,2019,21,20,14,15,9,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10657,5,50,9,3,2019,22,45,16,55,9,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7832,8,0,21,3,2019,20,20,12,20,21,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,11150,13,25,27,6,2019,19,0,5,35,27,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,16263,20,0,9,5,2019,4,25,8,25,10,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5797,11,40,24,6,2019,1,30,13,50,25,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,14237,18,25,6,6,2019,4,25,10,0,7,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,9,0,9,6,2019,4,25,19,25,10,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,15,0,9,6,2019,19,0,4,0,9,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,4,0,12,5,2019,6,50,2,50,12,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,12898,19,15,21,5,2019,12,35,17,20,22,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3419,1,30,15,5,2019,4,15,2,45,15,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,8033,21,20,15,3,2019,0,15,2,55,16,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13941,21,10,12,5,2019,10,5,12,55,13,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14388,18,55,21,5,2019,4,40,9,45,22,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10844,18,55,12,5,2019,16,20,21,25,13,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11600,6,40,3,3,2019,22,20,15,40,3,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5277,22,5,6,6,2019,0,25,2,20,7,6,2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,10262,14,0,3,6,2019,4,25,14,25,4,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,6144,4,0,3,3,2019,6,50,2,50,3,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12898,21,50,3,6,2019,4,25,6,35,4,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13941,6,30,12,5,2019,4,40,22,10,13,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12373,14,0,18,5,2019,4,25,14,25,19,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3841,17,10,3,4,2019,19,40,2,30,3,4,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,10697,8,20,18,5,2019,7,55,23,35,19,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2175,13,15,1,6,2019,14,45,1,30,1,6,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,9476,23,30,27,5,2019,4,35,5,5,28,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3100,21,5,24,5,2019,22,25,1,20,24,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,10368,5,30,15,6,2019,4,25,22,55,16,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2017,22,45,18,5,2019,0,15,1,30,19,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,3841,6,55,15,4,2019,9,30,2,35,15,4,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,10493,5,55,21,5,2019,19,15,13,20,21,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5126,5,45,9,3,2019,8,35,2,50,9,3,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3943,23,30,18,6,2019,2,20,2,50,19,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,11552,7,5,6,3,2019,19,15,12,10,6,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,7934,10,0,21,3,2019,19,15,9,15,21,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,6092,15,0,1,3,2019,16,25,1,25,1,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,10112,23,30,12,6,2019,4,35,5,5,13,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,6627,7,5,9,3,2019,9,20,2,15,9,3,2019,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,11507,21,25,3,6,2019,12,35,15,10,4,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13817,5,45,12,3,2019,11,25,5,40,12,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13364,21,10,1,4,2019,4,40,7,30,2,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9187,17,0,6,6,2019,10,45,17,45,7,6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,5277,22,5,9,5,2019,0,25,2,20,10,5,2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,13492,0,30,12,3,2019,8,45,8,15,12,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5162,6,50,12,6,2019,10,30,3,40,12,6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5897,7,0,9,6,2019,12,55,5,55,9,6,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5510,14,15,3,6,2019,16,45,2,30,3,6,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,17261,16,55,6,3,2019,10,25,17,30,7,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
